titulo,zona,latitud,longitud,direccion_usada,geocoding_ok
"Piso en calle de Aristóteles, San Pascual, Madrid",ciudad-lineal,40.4430663,-3.6514622,"calle de Aristóteles, San Pascual, Madrid, España",True
"Casa o chalet independiente en calle de Pérez Cidón, 7, Concepción, Madrid",ciudad-lineal,40.4382057,-3.6495784,"Concepción, Madrid, España",True
"Piso en avenida del Ensanche de Vallecas, Ensanche de Vallecas - La Gavia, Madrid",villa-de-vallecas,40.3552465,-3.588529,"avenida del Ensanche de Vallecas, Madrid, España",True
"Piso en calle Puerto de las Pilas, Casco Histórico de Vallecas, Madrid",villa-de-vallecas,40.3788307,-3.62661,"calle Puerto de las Pilas, Casco Histórico de Vallecas, Madrid, España",True
"Piso en calle de Casto Plasencia, 5, Malasaña-Universidad, Madrid",centro,40.424572,-3.7055505,"calle de Casto Plasencia, 5, Malasaña-Universidad, Madrid, España",True
"Dúplex en calle de Ventura de la Vega, Huertas-Cortes, Madrid",centro,40.4156734,-3.6989281,"calle de Ventura de la Vega, Madrid, España",True
"Piso en calle Orgaz, Comillas, Madrid",carabanchel,40.3962477,-3.7113636,"calle Orgaz, Comillas, Madrid, España",True
"Piso en callejón del Mellizo, 7, Lavapiés-Embajadores, Madrid",centro,40.4078167,-3.7089819,"callejón del Mellizo, 7, Madrid, España",True
"Piso en calle de Játiva, Adelfas, Madrid",retiro,40.3992095,-3.6745412,"calle de Játiva, Adelfas, Madrid, España",True
"Piso en calle del Ángel, Palacio, Madrid",centro,40.4100343,-3.7124983,"calle del Ángel, Palacio, Madrid, España",True
"Piso en calle de Núñez de Balboa, 56, Castellana, Madrid",barrio-de-salamanca,40.4286274,-3.6823543,"calle de Núñez de Balboa, 56, Castellana, Madrid, España",True
"Piso en calle de Antonio Pérez, 6, El Viso, Madrid",chamartin,40.4422594,-3.6814563,"calle de Antonio Pérez, 6, El Viso, Madrid, España",True
"Piso en calle del Ave María, Lavapiés-Embajadores, Madrid",centro,40.4107482,-3.7007,"calle del Ave María, Lavapiés-Embajadores, Madrid, España",True
"Piso en calle de Timoteo Domingo, 7, Pueblo Nuevo, Madrid",ciudad-lineal,40.4338309,-3.6451044,"calle de Timoteo Domingo, 7, Pueblo Nuevo, Madrid, España",True
"Piso en calle de Calatrava, Palacio, Madrid",centro,40.4092561,-3.7113395,"calle de Calatrava, Palacio, Madrid, España",True
"Piso en calle de Fernán González, 54, Ibiza, Madrid",retiro,40.4188176,-3.6747009,"calle de Fernán González, 54, Ibiza, Madrid, España",True
"Casa o chalet independiente en Rejas, Madrid",san-blas,40.4275001,-3.615954,"san-blas, Madrid, España",True
"Piso en calle de Goya, 19, Recoletos, Madrid",barrio-de-salamanca,40.4254638,-3.6868271,"calle de Goya, 19, Recoletos, Madrid, España",True
"Piso en calle de Oteiza, San Fermín, Madrid",usera,40.3708894,-3.6899314,"calle de Oteiza, San Fermín, Madrid, España",True
"Piso en Malasaña-Universidad, Madrid, s/n, Malasaña-Universidad, Madrid",centro,40.4251415,-3.7078316,"Malasaña-Universidad, Madrid, España",True
"Piso en calle de San Gumersindo, Ventas, Madrid",ciudad-lineal,40.4311626,-3.6520653,"calle de San Gumersindo, Ventas, Madrid, España",True
"Ático en Conde Orgaz-Piovera, Madrid",hortaleza,40.4566911,-3.6475883,"Conde Orgaz-Piovera, Madrid, España",True
"Piso en calle de Montalbán, Jerónimos, Madrid",retiro,40.4180463,-3.6897104,"calle de Montalbán, Jerónimos, Madrid, España",True
"Piso en calle Gregorio Vacas, Lucero, Madrid",latina,40.4010981,-3.746598,"calle Gregorio Vacas, Lucero, Madrid, España",True
"Piso en calle de San Rogelio, Bellas Vistas, Madrid",tetuan,40.4526848,-3.7072396,"Bellas Vistas, Madrid, España",True
"Ático en calle del Príncipe de Vergara, Goya, Madrid",barrio-de-salamanca,40.4282213,-3.6798439,"calle del Príncipe de Vergara, Goya, Madrid, España",True
"Piso en calle de O'Donnell, Ibiza, Madrid",retiro,40.4214674,-3.6751936,"calle de O'Donnell, Ibiza, Madrid, España",True
"Piso en calle Velázquez, 115, Castellana, Madrid",barrio-de-salamanca,40.4368402,-3.6833271,"calle Velázquez, 115, Castellana, Madrid, España",True
"Piso en calle de Alfonso X, Almagro, Madrid",chamberi,40.4334758,-3.6921388,"calle de Alfonso X, Almagro, Madrid, España",True
"Piso en calle de Zabaleta, 17, Prosperidad, Madrid",chamartin,40.4422077,-3.6736879,"calle de Zabaleta, 17, Prosperidad, Madrid, España",True
"Piso en calle de San Máximo, San Fermín, Madrid",usera,40.3790689,-3.6923388,"calle de San Máximo, San Fermín, Madrid, España",True
"Piso en Montecarmelo, Madrid",fuencarral,40.5053359,-3.6959917,"Montecarmelo, Madrid, España",True
"Casa o chalet independiente en calle de Nuria, Mirasierra, Madrid",fuencarral,40.4906361,-3.7161379,"Mirasierra, Madrid, España",True
"Piso en calle María de Echarri, Los Rosales, Madrid",villaverde,40.3586401,-3.6832811,"calle María de Echarri, Los Rosales, Madrid, España",True
"Piso en calle de Yécora, 32, Rejas, Madrid",san-blas,40.4448633,-3.5748151,"calle de Yécora, 32, Rejas, Madrid, España",True
"Piso en calle del Doctor Tolosa Latour, 12 de Octubre-Orcasur, Madrid",usera,40.3787525,-3.699365,"calle del Doctor Tolosa Latour, Madrid, España",True
"Piso en Peñagrande, Madrid",fuencarral,40.4789641,-3.7258417,"Peñagrande, Madrid, España",True
"Dúplex en calle de Ponce de León, Almagro, Madrid",chamberi,40.436118,-3.6986024,"calle de Ponce de León, Almagro, Madrid, España",True
"Piso en calle de Arcos de Jalón, Arcos, Madrid",san-blas,40.4287532,-3.6112439,"calle de Arcos de Jalón, Arcos, Madrid, España",True
"Piso en calle Marianistas, Buena Vista, Madrid",carabanchel,40.3687845,-3.7588676,"calle Marianistas, Madrid, España",True
"Piso en plaza de Tirso de Molina, Lavapiés-Embajadores, Madrid",centro,40.412303,-3.7039906,"plaza de Tirso de Molina, Lavapiés-Embajadores, Madrid, España",True
"Dúplex en calle Cava de San Miguel, 7, Sol, Madrid",centro,40.4178272,-3.7022221,"Sol, Madrid, España",True
"Piso en Esperanza Sanchez Carrascosa, 43, Valdeacederas, Madrid",tetuan,40.4681205,-3.702707,"Esperanza Sanchez Carrascosa, 43, Valdeacederas, Madrid, España",True
"Piso en calle de Peña Cavero, Casco Histórico de Vallecas, Madrid",villa-de-vallecas,40.3734217,-3.6218544,"calle de Peña Cavero, Casco Histórico de Vallecas, Madrid, España",True
"Chalet adosado en Bernabéu-Hispanoamérica, Madrid",chamartin,40.4589872,-3.6761288,"chamartin, Madrid, España",True
"Ático en calle de Claudio Coello, Castellana, Madrid",barrio-de-salamanca,40.4352983,-3.685409,"calle de Claudio Coello, Castellana, Madrid, España",True
"Piso en Los Cármenes, Madrid",latina,40.4008333,-3.7372399,"Los Cármenes, Madrid, España",True
"Piso en calle de Jaime el Conquistador, 24, Chopera, Madrid",arganzuela,40.3967468,-3.6984751,"calle de Jaime el Conquistador, 24, Chopera, Madrid, España",True
"Ático en calle de Ercilla, Acacias, Madrid",arganzuela,40.4031345,-3.7030806,"calle de Ercilla, Acacias, Madrid, España",True
"Chalet adosado en calle de Bruno Abúndez, Palomeras sureste, Madrid",puente-de-vallecas,40.3861742,-3.6329556,"Palomeras sureste, Madrid, España",True
"Estudio en calle de Toledo, 54, Lavapiés-Embajadores, Madrid",centro,40.4114757,-3.708393,"calle de Toledo, 54, Madrid, España",True
"Piso en calle de Nuestra Señora de Luján, Nueva España, Madrid",chamartin,40.4590673,-3.6791963,"calle de Nuestra Señora de Luján, Nueva España, Madrid, España",True
"Piso en calle Talco, 82, Villaverde Alto, Madrid",villaverde,40.3461864,-3.7148425,"calle Talco, 82, Villaverde Alto, Madrid, España",True
"Dúplex en Aravaca, Madrid",moncloa,40.457749,-3.7827941,"Aravaca, Madrid, España",True
"Piso en calle de Fuentespina, Santa Eugenia, Madrid",villa-de-vallecas,40.379715,-3.6059516,"calle de Fuentespina, Santa Eugenia, Madrid, España",True
"Piso en calle de Echegaray, Huertas-Cortes, Madrid",centro,40.4141932,-3.6995298,"calle de Echegaray, Madrid, España",True
"Piso en calle de Antonio López, Almendrales, Madrid",usera,40.3877814,-3.6992318,"calle de Antonio López, Almendrales, Madrid, España",True
"Ático en calle de Fortuny, Almagro, Madrid",chamberi,40.430504,-3.6907672,"calle de Fortuny, Almagro, Madrid, España",True
"Piso en plaza del Conde de Miranda, Palacio, Madrid",centro,40.4148333,-3.7094813,"plaza del Conde de Miranda, Palacio, Madrid, España",True
"Piso en avenida de Europa, 32, Aravaca, Madrid",moncloa,40.4457616,-3.785989,"avenida de Europa, 32, Aravaca, Madrid, España",True
"Piso en calle Mahonia, Conde Orgaz-Piovera, Madrid",hortaleza,40.4567262,-3.6194164,"calle Mahonia, Madrid, España",True
"Ático en calle de Juanelo, 21, Lavapiés-Embajadores, Madrid",centro,40.4111158,-3.7063636,"calle de Juanelo, 21, Lavapiés-Embajadores, Madrid, España",True
"Piso en calle de Cebreros, Lucero, Madrid",latina,40.4053211,-3.7485515,"calle de Cebreros, Lucero, Madrid, España",True
"Piso en Lucero, Madrid",latina,40.4021568,-3.7511015,"Lucero, Madrid, España",True
"Dúplex en Palacio, Madrid",centro,40.4153295,-3.7147092,"Palacio, Madrid, España",True
"Chalet pareado en Ciudad Universitaria, Madrid",moncloa,40.4350196,-3.719236,"moncloa, Madrid, España",True
"Dúplex en Los Cármenes, Madrid",latina,40.4008333,-3.7372399,"Los Cármenes, Madrid, España",True
"Casa o chalet independiente en Fuente del Berro, Madrid",barrio-de-salamanca,40.4364379,-3.6857028,"barrio-de-salamanca, Madrid, España",True
"Piso en calle de la Infanta Mercedes, Cuatro Caminos, Madrid",tetuan,40.4566268,-3.6980625,"calle de la Infanta Mercedes, Cuatro Caminos, Madrid, España",True
"Piso en calle de Pedro Rico, 27, La Paz, Madrid",fuencarral,40.4841231,-3.6962006,"calle de Pedro Rico, 27, La Paz, Madrid, España",True
"Piso en avenida de Alberto de Alcocer, Bernabéu-Hispanoamérica, Madrid",chamartin,40.453057,-3.6883531,"Bernabéu-Hispanoamérica, Madrid, España",True
"Chalet pareado en calle de Rafael Villa, El Plantío, Madrid",moncloa,40.4700616,-3.8206858,"El Plantío, Madrid, España",True
"Estudio en Fuente del Berro, Madrid",barrio-de-salamanca,40.424977,-3.6636998,"Fuente del Berro, Madrid, España",True
"Piso en calle de Segovia, Palacio, Madrid",centro,40.4136356,-3.7098153,"calle de Segovia, Palacio, Madrid, España",True
"Piso en calle de Viriato, 50, Almagro, Madrid",chamberi,40.4357104,-3.6977388,"calle de Viriato, 50, Almagro, Madrid, España",True
"Piso en calle de San Mariano, 106, Canillejas, Madrid",san-blas,40.4438378,-3.6131079,"calle de San Mariano, 106, Canillejas, Madrid, España",True
"Ático en Pau de Carabanchel, Madrid",carabanchel,40.3693417,-3.7623726,"Pau de Carabanchel, Madrid, España",True
"Piso en calle Los Cerros, s/n, Los Cerros, Madrid",vicalvaro,40.4014482,-3.5384622,"calle Los Cerros, Madrid, España",True
"Piso en calle de Gonzalo Herrero, Valdeacederas, Madrid",tetuan,40.4632565,-3.6996982,"calle de Gonzalo Herrero, Valdeacederas, Madrid, España",True
"Piso en calle de Andrés Tamayo, s/n, Guindalera, Madrid",barrio-de-salamanca,40.436356,-3.6680189,"Guindalera, Madrid, España",True
"Piso en calle de Embajadores, Legazpi, Madrid",arganzuela,40.3906679,-3.6925051,"calle de Embajadores, Legazpi, Madrid, España",True
"Piso en calle de Belén, Chueca-Justicia, Madrid",centro,40.4241865,-3.6963599,"calle de Belén, Chueca-Justicia, Madrid, España",True
"Piso en calle Fraguas, 15, Casco Histórico de Barajas, Madrid",barajas,40.473122,-3.5754383,"calle Fraguas, 15, Casco Histórico de Barajas, Madrid, España",True
"Piso en Alcalde Henche De La Plata, Sanchinarro, Madrid",hortaleza,40.4931887,-3.6564023,"Sanchinarro, Madrid, España",True
"Chalet adosado en Aravaca, Madrid",moncloa,40.4350196,-3.719236,"moncloa, Madrid, España",True
"Piso en calle Sierra de Contraviesa, Entrevías, Madrid",puente-de-vallecas,40.3830406,-3.671505,"calle Sierra de Contraviesa, Entrevías, Madrid, España",True
"Piso en calle Bausá, 13, Costillares, Madrid",ciudad-lineal,40.4690272,-3.6689347,"calle Bausá, 13, Costillares, Madrid, España",True
"Ático en calle Arte Expresionista, Ensanche de Vallecas - La Gavia, Madrid",villa-de-vallecas,40.3616809,-3.5884077,"calle Arte Expresionista, Madrid, España",True
"Dúplex en altozano, 2, Aravaca, Madrid",moncloa,40.4576551,-3.7800291,"altozano, 2, Aravaca, Madrid, España",True
"Piso en calle de San Bartolomé, Chueca-Justicia, Madrid",centro,40.4219158,-3.6984637,"calle de San Bartolomé, Chueca-Justicia, Madrid, España",True
"Piso en calle de Peña Ubiña, 18, San Diego, Madrid",puente-de-vallecas,40.3922796,-3.6674239,"San Diego, Madrid, España",True
"Piso en calle del Príncipe de Vergara, Prosperidad, Madrid",chamartin,40.4412499,-3.6786701,"calle del Príncipe de Vergara, Prosperidad, Madrid, España",True
"Piso en avenida de los Andes, 15, Conde Orgaz-Piovera, Madrid",hortaleza,40.2952066,-3.7868672,"avenida de los Andes, 15, Madrid, España",True
"Piso en avenida del Talgo, Aravaca, Madrid",moncloa,40.4471949,-3.778493,"avenida del Talgo, Aravaca, Madrid, España",True
"Piso en calle de Belzunegui, 12, Puerta Bonita, Madrid",carabanchel,40.3742442,-3.7388067,"calle de Belzunegui, 12, Puerta Bonita, Madrid, España",True
"Casa o chalet independiente en calle Ribera del Manzanares, Casa de Campo, Madrid",moncloa,40.4241907,-3.755858,"Casa de Campo, Madrid, España",True
"Ático en Antonia Ruiz Soro, 16, Guindalera, Madrid",barrio-de-salamanca,40.438736,-3.6651885,"Antonia Ruiz Soro, 16, Guindalera, Madrid, España",True
"Piso en de Los Cerros, s/n, Los Cerros, Madrid",vicalvaro,40.7018372,-3.7328,"de Los Cerros, Madrid, España",True
"Piso en calle de Hermosilla, 117, Goya, Madrid",barrio-de-salamanca,40.4257809,-3.6715372,"calle de Hermosilla, 117, Goya, Madrid, España",True
"Ático en calle de Evangelina Sobredo Galanes, Valdemarín, Madrid",moncloa,40.4645975,-3.7764842,"calle de Evangelina Sobredo Galanes, Valdemarín, Madrid, España",True
"Piso en calle Tortajada, Villaverde Alto, Madrid",villaverde,40.3445422,-3.7106646,"calle Tortajada, Villaverde Alto, Madrid, España",True
"Piso en calle de Lagasca, 35, Recoletos, Madrid",barrio-de-salamanca,40.4278008,-3.6850818,"calle de Lagasca, 35, Recoletos, Madrid, España",True
"Estudio en calle de Virgen de Nuria, 19, Concepción, Madrid",ciudad-lineal,40.4382057,-3.6495784,"Concepción, Madrid, España",True
"Piso en plaza de Olavide, Trafalgar, Madrid",chamberi,40.432771,-3.7010341,"plaza de Olavide, Trafalgar, Madrid, España",True
"Piso en paseo Imperial, Imperial, Madrid",arganzuela,40.401034,-3.7149228,"paseo Imperial, Imperial, Madrid, España",True
"Piso en calle de Fernando VII, 5, Simancas, Madrid",san-blas,40.4344341,-3.6183305,"calle de Fernando VII, 5, Simancas, Madrid, España",True
"Piso en calle de Doña Urraca, Puerta del Ángel, Madrid",latina,40.4126967,-3.728825,"calle de Doña Urraca, Puerta del Ángel, Madrid, España",True
"Piso en Arroyo belincoso, 26, Marroquina, Madrid",moratalaz,40.409528,-3.6523541,"Arroyo belincoso, 26, Marroquina, Madrid, España",True
"Piso en calle de Pablo Serrano, 15, Pinar del Rey, Madrid",hortaleza,40.4698522,-3.647257,"calle de Pablo Serrano, 15, Pinar del Rey, Madrid, España",True
"Ático en ronda de Valencia, Lavapiés-Embajadores, Madrid",centro,40.4051193,-3.7027674,"ronda de Valencia, Lavapiés-Embajadores, Madrid, España",True
"Piso en calle de Ferraz, Argüelles, Madrid",moncloa,40.4233371,-3.7145287,"calle de Ferraz, Argüelles, Madrid, España",True
"Ático en calle del General Díaz Porlier, Lista, Madrid",barrio-de-salamanca,40.4328794,-3.6765762,"calle del General Díaz Porlier, Lista, Madrid, España",True
"Estudio en calle de Tenerife, Bellas Vistas, Madrid",tetuan,40.4521394,-3.7061966,"calle de Tenerife, Bellas Vistas, Madrid, España",True
"Ático en Vista Alegre, Madrid",carabanchel,40.3877922,-3.7396538,"Vista Alegre, Madrid, España",True
"Piso en calle de Carlos Martín Álvarez, Palomeras Bajas, Madrid",puente-de-vallecas,40.3886125,-3.6641677,"calle de Carlos Martín Álvarez, Palomeras Bajas, Madrid, España",True
"Piso en calle de Francisco Fatou, Casco Histórico de Vallecas, Madrid",villa-de-vallecas,40.3811399,-3.6209195,"calle de Francisco Fatou, Casco Histórico de Vallecas, Madrid, España",True
"Ático en Huertas-Cortes, Madrid",centro,40.4139941,-3.700764,"Huertas-Cortes, Madrid, España",True
"Estudio en calle del Molino de Viento, 6, Malasaña-Universidad, Madrid",centro,40.4236284,-3.7033197,"calle del Molino de Viento, 6, Malasaña-Universidad, Madrid, España",True
"Piso en via Lusitana, Abrantes, Madrid",carabanchel,40.3839602,-3.7200069,"via Lusitana, Abrantes, Madrid, España",True
"Casa o chalet independiente en calle de Eladio López Vilches, Costillares, Madrid",ciudad-lineal,40.4760473,-3.6685122,"Costillares, Madrid, España",True
"Piso en calle de Finlandia, 7, Rosas, Madrid",san-blas,40.4224334,-3.6028492,"calle de Finlandia, 7, Rosas, Madrid, España",True
"Piso en calle Dúrcal, 20, 12 de Octubre-Orcasur, Madrid",usera,40.3691191,-3.6990692,"calle Dúrcal, 20, Madrid, España",True
"Casa o chalet independiente en Ambroz, Madrid",vicalvaro,40.4018377,-3.5950537,"vicalvaro, Madrid, España",True
"Piso en calle San Ambrosio, 8, Los Cármenes, Madrid",latina,40.4045488,-3.7240106,"calle San Ambrosio, 8, Los Cármenes, Madrid, España",True
"Piso en calle de Vergara, Palacio, Madrid",centro,40.4173314,-3.7113122,"calle de Vergara, Palacio, Madrid, España",True
"Piso en camino de Perales, San Fermín, Madrid",usera,40.3786435,-3.6907022,"camino de Perales, San Fermín, Madrid, España",True
"Piso en calle de Caracas, Almagro, Madrid",chamberi,40.4307048,-3.6948006,"calle de Caracas, Almagro, Madrid, España",True
"Ático en calle de la Infanta Mercedes, Cuatro Caminos, Madrid",tetuan,40.4566268,-3.6980625,"calle de la Infanta Mercedes, Cuatro Caminos, Madrid, España",True
"Piso en calle de Lope de Rueda, 19, Goya, Madrid",barrio-de-salamanca,40.4221107,-3.6773771,"calle de Lope de Rueda, 19, Goya, Madrid, España",True
